CHR,chromosomeChunk
1,1:204372515-205091143
1,1:204391756-205180727
1,1:204485511-205242471
1,1:204572163-205290883
1,1:204586298-205326218
1,1:205052258-205438152
1,1:205055270-205501921
1,1:205111632-205572046
1,1:205197304-205601090
1,1:205271187-205649587
1,1:205305220-205719404
1,1:205425057-205744588
1,1:205473723-205782876
1,1:205538013-205819260
1,1:205577071-206155151
1,1:205626979-206332104
1,1:205681947-206671061
1,1:205737114-206677789
1,1:205758221-206785904
1,1:205797150-206857764
1,1:206136916-206907628
1,1:206317459-206945839
1,1:206664449-207077484
1,1:206677281-207096592
1,1:206744620-207119811
1,1:206808881-207206101
1,1:206858289-207254369
1,1:206940947-207273338
1,1:207070788-207318317
1,1:207077731-207534311
1,1:207101863-207663240
1,1:207191866-207813992
1,1:207217194-207911761
1,1:207262187-207968858
1,1:207277607-208042495
1,1:207494853-208084747
1,1:207627575-208417665
1,1:207669492-209825811
1,1:207818458-209897470
1,1:207925402-209957904
1,1:207974863-209979465
1,1:208057594-210030910
1,1:208195587-210337636
1,1:209788215-210849638
1,1:209834709-211489727
1,1:209929377-211548288
1,1:209959036-211605878
1,1:210001352-211752084
1,1:210111538-211848960
1,1:210501596-212004114
1,1:211431719-212208884
1,1:211499957-212280742
1,1:211556145-212535200
1,1:211744910-212588243
1,1:211836114-212619714
1,1:211916799-212733073
1,1:212113741-212794119
1,1:212208919-212873327
1,1:212458879-212965124
1,1:212537273-212989968
1,1:212606229-213031430
1,1:212731175-213072705
1,1:212738676-213165379
1,1:212859760-213189168
1,1:212899495-213448116
1,1:212965170-214510474
1,1:213025450-214725792
1,1:213031597-214837931
1,1:213123862-215795149
1,1:213165524-217311097
1,1:213224589-217804424
1,1:214454445-218045038
1,1:214522039-218511325
1,1:214776538-219386207
1,1:215740735-220220000
1,1:216676588-220263804
1,1:217600334-220321380
1,1:217804666-220445796
1,1:218458629-220872499
1,1:219347186-220958150
1,1:220141943-220987735
1,1:220230824-221058401
1,1:220267444-221915518
1,1:220321635-222766374
1,1:220863187-222841354
1,1:220921567-222908538
1,1:220960101-222924147
1,1:221051699-223179337
1,1:221874766-223316624
1,1:222731244-223537544
1,1:222791428-223853436
1,1:222841355-223963720
1,1:222910549-224033674
1,1:222988364-224141141
1,1:223282748-224198309
1,1:223394161-224349749
1,1:223711349-224381143
1,1:223889295-224518089
1,1:223967601-224567161
1,1:224139096-224928251
1,1:224183659-225586996
1,1:224301789-225616627
1,1:224363458-225840844
1,1:224407315-225978168
1,1:224544552-226070069
1,1:224572845-226099082
1,1:225083964-226111978
1,1:225589204-226187032
1,1:225674537-226259702
1,1:225965531-226374431
1,1:225997794-226497570
1,1:226073982-226595780
1,1:226107578-226927024
1,1:226170403-227083806
1,1:226248413-227175246
1,1:226332380-227506175
1,1:226418850-227865144
1,1:226548392-227968927
1,1:226819391-228135599
1,1:227057885-228286912
1,1:227085237-228293112
1,1:227177566-228297013
1,1:227751244-228336685
1,1:227916240-228347527
1,1:228106357-228369958
1,1:228270361-228566577
1,1:228288427-228594541
1,1:228294380-228604562
1,1:228327663-228645560
1,1:228337553-228646259
1,1:228353516-228683467
1,1:228391207-228700006
1,1:228581374-228823574
1,1:228595641-228882416
1,1:228645065-229441641
1,1:228645808-229479041
1,1:228674762-229644103
1,1:228696356-229694442
1,1:228823162-229761794
1,1:228870824-229795946
1,1:229406822-230142909
1,1:229456758-230417870
1,1:229577045-230561475
1,1:229652329-230829728
1,1:229728858-231005335
1,1:229761981-231114621
1,1:230138477-231136341
1,1:230193536-231175992
1,1:230457392-231376933
1,1:230778235-231413719
1,1:230972865-231490769
1,1:231041989-231560790
1,1:231114727-231664302
1,1:231154704-231702270
1,1:231359509-232177018
1,1:231376953-232697304
1,1:231468480-232946092
1,1:231499497-233431459
1,1:231658134-233520894
1,1:231664399-234460262
1,1:231762561-234519795
1,1:232533711-234614849
1,1:232940643-234745271
1,1:233086351-235105809
1,1:233463514-235116551
1,1:234040679-235292251
1,1:234508553-235507847
1,1:234527059-235612283
1,1:234740015-235667781
1,1:235092978-235814054
1,1:235115394-236046940
1,1:235272651-236228462
1,1:235294498-236445319
1,1:235530675-236648214
1,1:235613238-236767804
1,1:235710987-237067281
1,1:235824341-237997288
1,1:236139130-239893765
1,1:236305832-240775449
1,1:236511562-241683061
1,1:236681300-241840678
1,1:236958610-242058450
1,1:237205505-243219696
1,1:239866684-243418650
1,1:240652873-244014381
1,1:241660903-244220778
1,1:241695434-244552965
1,1:242011269-244615436
1,1:243218163-244804479
1,1:243287730-244872335
1,1:243419320-245027844
1,1:244214585-245290466
1,1:244515937-245872733
1,1:244571796-246670614
1,1:244617679-246729626
1,1:244816237-246831886
1,1:244998624-246848377
1,1:245132652-246931439
1,1:245318287-246993361
1,1:245912642-247095280
1,1:246703862-247242113
1,1:246729746-247267674
1,1:246845410-247335318
1,1:246887349-247351828
1,1:246935139-247374158
1,1:247002400-247495148
1,1:247108849-247612410
1,1:247263264-247740992
1,1:247285277-248060449
1,1:247350583-249120832
1,1:247353153-249143716
1,1:247460714-249153343
1,1:247579458-249214145
1,1:247670360-249250621
1,1:248020501-249250621
1,1:249104648-249250621
2,2:1-1547483
2,2:1-1748624
2,2:1-3381653
2,2:38814-3488865
2,2:217730-3526968
2,2:667335-3584463
2,2:1377995-3609324
2,2:1635659-3628509
2,2:3192696-6910442
2,2:3383446-6980595
2,2:3501132-7038370
2,2:3579403-7208417
2,2:3592383-7870836
2,2:3622795-8523751
2,2:6868309-8723922
2,2:6968645-8824583
2,2:6980701-8862816
2,2:7052408-8977760
2,2:7865932-9143942
2,2:8062556-9563676
2,2:8699963-9613230
2,2:8818975-9695921
2,2:8861264-9696904
2,2:8865408-9771143
2,2:8992820-10074545
2,2:9346894-10079719
2,2:9563697-10142411
2,2:9613787-10180790
2,2:9696028-10194993
2,2:9724101-10271545
2,2:9983483-10351851
2,2:10076489-10567743
2,2:10085341-10588630
2,2:10179219-10591453
2,2:10182976-10830101
2,2:10262455-10978103
2,2:10281509-11319000
2,2:10443015-11488456
2,2:10580094-11543203
2,2:10588820-11606297
2,2:10710892-11782914
2,2:10861775-11967535
2,2:11295324-12882860
2,2:11319887-14541087
2,2:11534107-15701454
2,2:11584501-15771235
2,2:11674242-16082371
2,2:11817721-16847599
2,2:12857015-17981509
2,2:13850656-18770838
2,2:15307032-20084808
2,2:15731302-20101747
2,2:16061159-20189892
2,2:16730727-20251789
2,2:17845079-20425194
2,2:18735989-20551995
2,2:20068621-20649200
2,2:20096404-20850849
2,2:20110021-20873418
2,2:20232411-20878692
2,2:20400558-21022882
2,2:20448452-23931481
2,2:20646835-24149984
2,2:20760208-24227779
2,2:20866424-24286551
2,2:20878014-24299313
2,2:20883788-24397874
2,2:23608088-24583583
2,2:23971534-24993571
2,2:24150155-25142708
2,2:24232951-25262563
2,2:24290454-25378243
2,2:24299396-25391772
2,2:24425733-25565459
2,2:24714783-25598714
2,2:25012603-25896503
2,2:25166505-26101385
2,2:25264999-26205618
2,2:25383722-26360323
2,2:25455845-26412532
2,2:25592042-26513336
2,2:25600067-26618759
2,2:25956622-26679579
2,2:26149471-26781566
2,2:26256976-27023935
2,2:26395960-27250064
2,2:26413504-27264563
2,2:26531041-27294641
2,2:26624784-27309271
2,2:26680071-27323640
2,2:26987152-27357543
2,2:27193480-27440046
2,2:27255778-27466811
2,2:27265232-27531313
2,2:27301435-27548547
2,2:27309615-27593353
2,2:27346682-27599995
2,2:27422455-27603657
2,2:27440258-27632554
2,2:27530268-27665126
2,2:27532360-27712656
2,2:27548716-27805588
2,2:27593389-27917840
2,2:27600098-28561768
2,2:27604061-28640179
2,2:27650657-28649586
2,2:27665233-28887406
2,2:27799389-28959071
2,2:27805897-29093167
2,2:27994584-29171088
2,2:28607276-29284239
2,2:28648812-29412509
2,2:28680012-30383399
2,2:28931819-30546596
2,2:28974506-30867091
2,2:29117509-31378068
2,2:29179477-31456724
2,2:29320571-31492313
2,2:30369807-32264881
2,2:30454397-32382706
2,2:30670092-32390826
2,2:31133333-32449448
2,2:31395924-32490923
2,2:31456880-32541663
2,2:32090129-32548071
2,2:32288680-32843966
2,2:32390115-33046118
2,2:32390933-33624576
2,2:32449522-33789817
2,2:32502979-33824449
2,2:32546707-34522820
2,2:32582096-36778278
2,2:32853099-36873230
2,2:33172039-37041935
2,2:33661391-37193615
2,2:33808725-37311485
2,2:33931953-37384208
2,2:36583069-37551951
2,2:36778570-37600465
2,2:36923833-37965611
2,2:37070783-38045104
2,2:37195526-38103417
2,2:37311594-38408997
2,2:37423631-38604427
2,2:37571717-38710012
2,2:37827279-38830728
2,2:38044058-38968379
2,2:38053390-38978636
2,2:38150330-39012142
2,2:38522022-39103075
2,2:38708920-39156213
2,2:38789120-39351486
2,2:38893052-39892483
2,2:38970741-40006407
2,2:38978676-40838193
2,2:39024871-42559688
2,2:39103103-42652228
2,2:39208537-42984087
2,2:39476407-42991401
2,2:39963200-43019733
2,2:40013593-43025852
2,2:42370378-43266686
2,2:42560686-43329829
2,2:42721709-43823185
2,2:42989642-43995126
2,2:42994229-44037149
2,2:43024365-44223144
2,2:43254992-44471523
2,2:43324884-44589001
2,2:43393800-44999731
2,2:43864412-45839304
2,2:44001178-46415129
2,2:44113647-46613836
2,2:44395108-46852881
2,2:44502599-46990268
2,2:44589089-47007384
2,2:45615819-47049796
2,2:45878484-47303276
2,2:46520806-47403740
2,2:46717889-47789450
2,2:46926091-47918385
2,2:47004922-48134949
2,2:47043807-48468122
2,2:47126414-48606433
2,2:47387221-48742525
2,2:47630108-48826025
2,2:47917855-51259674
2,2:47922669-54087170
2,2:48168835-54532437
2,2:48541776-54896812
2,2:48667737-55199157
2,2:48756522-55339757
2,2:50145643-55462989
2,2:53759810-55496483
2,2:54091204-55511658
2,2:54683422-55647057
2,2:54950636-55773015
2,2:55199325-55845508
2,2:55401927-55921045
2,2:55463731-58468507
2,2:55509455-58479703
2,2:55514978-59290901
2,2:55746740-60780702
2,2:55845044-61029220
2,2:55861400-61158745
2,2:58134786-61165184
2,2:58478575-61165739
2,2:58654934-61279125
2,2:60678302-61391964
2,2:60983365-61697904
2,2:61108656-61765761
2,2:61163954-62081278
2,2:61165339-62374382
2,2:61167357-62451866
2,2:61293006-63275775
2,2:61404553-63284971
2,2:61698323-64054977
2,2:62051989-64118696
2,2:62095224-64246206
2,2:62423248-64479993
2,2:62900986-64568781
2,2:63277192-64680932
2,2:63348518-64688515
2,2:64068074-64751227
2,2:64119280-64820139
2,2:64319786-64978139
2,2:64565201-65090760
2,2:64622354-65132271
2,2:64681103-65250999
2,2:64749321-65264631
2,2:64751465-65357240
2,2:64858755-65433396
2,2:65073264-65498387
2,2:65128974-65659771
2,2:65215611-65867311
2,2:65257861-66801001
2,2:65283500-67637677
2,2:65432137-68338080
2,2:65454887-68384692
2,2:65537985-68403370
2,2:65816700-68483369
2,2:66660584-68547183
2,2:67624451-68624585
2,2:68268262-68694390
2,2:68350068-68858004
2,2:68384976-69053965
2,2:68405989-69064856
2,2:68511303-69614382
2,2:68588346-69664760
2,2:68686551-70053596
2,2:68694693-70108528
2,2:68906733-70170077
2,2:69059176-70316332
2,2:69546905-70475792
2,2:69622882-70508323
2,2:69688532-70520903
2,2:70056774-70529222
2,2:70120692-70781325
2,2:70187226-70995357
2,2:70377012-71047732
2,2:70484518-71062952
2,2:70508494-71222466
2,2:70523107-71306935
2,2:70674412-71357369
2,2:70834750-71377231
2,2:71035775-71454213
2,2:71057347-71662199
2,2:71166448-71913898
2,2:71291474-73053170
2,2:71336814-73119287
2,2:71357444-73383849
2,2:71409869-73454365
2,2:71503691-73460366
2,2:71680852-73480149
2,2:72403113-73511559
2,2:73114489-73837920
2,2:73169165-73928432
2,2:73441350-73964527
2,2:73455134-73977913
2,2:73460548-74007284
2,2:73481810-74100786
2,2:73612886-74146992
2,2:73927754-74208568
2,2:73956231-74213470
2,2:73977383-74335303
2,2:73989311-74350345
2,2:74056086-74362521
2,2:74119441-74375121
2,2:74153953-74377188
2,2:74212259-74406025
2,2:74229840-74619214
2,2:74347807-74648718
2,2:74361599-74652882
2,2:74362525-74669549
2,2:74375136-74688018
2,2:74379655-74692537
2,2:74425689-74722013
2,2:74641304-74731805
2,2:74648805-74735707
2,2:74652963-74784681
2,2:74682150-74875465
2,2:74688184-74909186
2,2:74699085-75120486
2,2:74724644-75165545
2,2:74732170-75197255
2,2:74753772-75938115
2,2:74785010-80875905
2,2:74881355-84687169
2,2:75059782-85046713
2,2:75145275-85134132
2,2:75185619-85286595
2,2:75873909-85537511
2,2:79412357-85543652
2,2:84650647-85555548
2,2:84743579-85618875
2,2:85048774-85645555
2,2:85198216-85788670
2,2:85360533-85809154
2,2:85542164-85820535
2,2:85545147-85824736
2,2:85569211-85876403
2,2:85621871-85895864
2,2:85766288-85925977
2,2:85788685-86015189
2,2:85811531-86116137
2,2:85822848-86118103
2,2:85825671-86333278
2,2:85884437-86369280
2,2:85912298-86422893
2,2:85978467-86440917
2,2:86066267-86719839
2,2:86116403-87005164
2,2:86247339-87035519
2,2:86333305-87089047
2,2:86371055-87248975
2,2:86426478-87303536
2,2:86667770-87348103
2,2:86730554-87423770
2,2:87011729-87906324
2,2:87042462-88038766
2,2:87135076-88285309
2,2:87257800-88355248
2,2:87345657-88486146
2,2:87352513-88931339
2,2:87754887-89050452
2,2:88000503-89106126
2,2:88047606-89157196
2,2:88326724-89160117
2,2:88469835-89160770
2,2:88856259-89161435
2,2:88991162-89185669
2,2:89065324-89197300
2,2:89156674-89247475
2,2:89160080-89266286
2,2:89160733-89292450
2,2:89161398-89310012
2,2:89184913-89327228
2,2:89196748-89340242
2,2:89246819-89385283
2,2:89265781-89399854
2,2:89291928-89417335
2,2:89309479-89442643
2,2:89326668-89459850
2,2:89339721-89476644
2,2:89384673-89513413
2,2:89399352-89521942
2,2:89416833-89545079
2,2:89442057-89568263
2,2:89459235-89619904
2,2:89475812-89891307
2,2:89512908-89901791
2,2:89521179-89976489
2,2:89544264-89987079
2,2:89567758-89999564
2,2:89619383-90060995
2,2:89890601-90078311
2,2:89901292-90139580
2,2:89975669-90154258
2,2:89986322-90212253
2,2:89998789-90249395
2,2:90060377-91847998
2,2:90077680-95613086
2,2:90139078-95719737
2,2:90153696-95831158
2,2:90211643-96082364
2,2:90248739-96192450
2,2:91805186-96481963
2,2:95533231-96657541
2,2:95690938-96705199
2,2:95752952-96804175
2,2:96068469-96811179
2,2:96190857-96908359
2,2:96472866-96931732
2,2:96514587-96939087
2,2:96676299-96971297
2,2:96789589-96987469
2,2:96808905-96994091
2,2:96850597-97039583
2,2:96914254-97218375
2,2:96931870-97370624
2,2:96940074-97405801
2,2:96973001-97477628
2,2:96991069-97479394
2,2:97001525-97523832
2,2:97202480-97536494
2,2:97258907-97684175
2,2:97371666-97760619
2,2:97426639-97930258
2,2:97477976-98099107
2,2:97481982-98206428
2,2:97525453-98264846
2,2:97541620-98280570
2,2:97749320-98319527
2,2:97779233-98356325
2,2:98081083-98612388
2,2:98108978-99210853
2,2:98262503-99224978
2,2:98272431-99234978
2,2:98280680-99347589
2,2:98330023-99388543
2,2:98372799-99552722
2,2:99061317-99797521
2,2:99215773-99814089
2,2:99225042-99921205
2,2:99235569-100106497
2,2:99378401-100759201
2,2:99410309-100939195
2,2:99613724-101034118
2,2:99797542-101193197
2,2:99900701-101613291
2,2:99935445-101886778
2,2:100162323-101925163
2,2:100889753-102511149
2,2:101008327-102645006
2,2:101179152-102796334
2,2:101436614-103015218
2,2:101618177-103069025
2,2:101887681-103150431
2,2:102313312-103353347
2,2:102608306-103460352
2,2:102681004-105716418
2,2:102927962-105946491
2,2:103035149-105965668
2,2:103089762-106054970
2,2:103332299-106510730
2,2:103353367-106694615
2,2:105654441-106810795
2,2:105880871-107123396
2,2:105950484-107315132
2,2:105974169-109125871
2,2:106361354-109303702
2,2:106679702-109402267
2,2:106709759-109501933
2,2:107103824-109605828
2,2:107313787-110262207
2,2:109065017-110371783
2,2:109150857-110376563
2,2:109335937-110615272
2,2:109403213-110962643
2,2:109510927-111002997
2,2:109745804-111334762
2,2:110300559-111435691
2,2:110371911-111875799
2,2:110550335-111926024
2,2:110879888-112268567
2,2:110969106-112642267
2,2:111271389-112787138
2,2:111395275-112876895
2,2:111490150-112945791
2,2:111876955-113012713
2,2:111953927-113097640
2,2:112523848-113192065
2,2:112656056-113299316
2,2:112812800-113334635
2,2:112895962-113372008
2,2:112969102-113403267
2,2:113033171-113421404
2,2:113127669-113522254
2,2:113239731-113594480
2,2:113299492-113891593
2,2:113341817-113966973
2,2:113399409-114036527
2,2:113403434-114253766
2,2:113479063-114359144
2,2:113587328-114384667
2,2:113864791-114400973
2,2:113914902-114461655
2,2:113969099-114514400
2,2:114195268-114600933
2,2:114341664-114720173
2,2:114368079-114764879
2,2:114384806-118589955
2,2:114435279-118599234
2,2:114462588-118771709
2,2:114586967-118868573
2,2:114647537-119752236
2,2:114737146-120023228
2,2:118572226-120124404
2,2:118591513-120130126
2,2:118673054-120444083
2,2:118846028-120741394
2,2:119699742-120936695
2,2:119981384-120980984
2,2:120059801-121052289
2,2:120124497-121109384
2,2:120436743-122042783
2,2:120517207-122407163
2,2:120770581-122494499
2,2:120978854-122525429
2,2:120997640-127454246
2,2:121103719-127864931
2,2:121974163-128051752
2,2:122095352-128146041
2,2:122407226-128158156
2,2:122494679-128186822
2,2:127413509-128284462
2,2:127805603-128395304
2,2:128014866-128439360
2,2:128056306-128568761
2,2:128146706-128615731
2,2:128176003-128643496
2,2:128193783-128644759
2,2:128293378-128785694
2,2:128395956-128953251
2,2:128458596-129076151
2,2:128603840-130808704
2,2:128619204-130948302
2,2:128644130-131105383
2,2:128698791-131132982
2,2:128848774-131188936
2,2:128994290-131804836
2,2:130748029-131851033
2,2:130908981-132111282
2,2:131095814-132250316
2,2:131113580-132279146
2,2:131174328-135212192
2,2:131594489-135476570
2,2:131805449-135716912
2,2:131862420-136288806
2,2:132222473-136482840
2,2:132250386-136542625
2,2:134877554-136633996
2,2:135213330-136779888
2,2:135493034-136875735
2,2:135809835-138773930
2,2:136289025-139331117
2,2:136499189-139359996
2,2:136597196-139370737
2,2:136664247-143799890
2,2:136871919-144533642
2,2:138721590-145090135
2,2:139259371-145282147
2,2:139357233-149275805
2,2:139362080-149545130
2,2:143635067-149883273
2,2:143848931-150071776
2,2:144695635-150444330
2,2:145141648-152118393
2,2:148602086-152146571
2,2:149402009-152236560
2,2:149632819-152591001
2,2:149894621-152685006
2,2:150426148-152955593
2,2:152104454-153032506
2,2:152126979-153506348
2,2:152214106-153617767
2,2:152266397-157198860
2,2:152645498-157470247
2,2:152689290-158184225
2,2:152973315-158345473
2,2:153191751-158485517
2,2:153508107-158732374
2,2:157180944-158735077
2,2:157291802-159539391
2,2:158175137-160089170
2,2:158271131-160143310
2,2:158383279-160473593
2,2:158592958-160568946
2,2:158734195-160761260
2,2:159313476-161350305
2,2:159825146-162092732
2,2:160092304-162105561
2,2:160175490-162268228
2,2:160527219-162841792
2,2:160569000-162931052
2,2:161128662-163175213
2,2:161993419-163695240
2,2:162101250-165478358
2,2:162164549-165700189
2,2:162280843-165812035
2,2:162848751-166060577
2,2:163123589-166651192
2,2:163175350-166666520
2,2:165349322-166810353
2,2:165510134-167232503
2,2:165752696-169104651
